LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,CLASSTYPE,LONG_COMMON_NAME
22832-0,Avian paramyxovirus 1 identified,Presence or Identity,Point in time (spot),XXX,Nom,Bioassay,Microbiology,1,Avian paramyxovirus 1 identified in Specimen by Bioassay
22833-8,Avian paramyxovirus 1,Arbitrary Concentration,Point in time (spot),XXX,Qn,Bioassay,Microbiology,1,Avian paramyxovirus 1 [Units/volume] in Specimen by Bioassay
22834-6,Avian metapneumovirus Ab,Presence or Threshold,Point in time (spot),Serum,Ord,"",Microbiology,1,Avian metapneumovirus Ab [Presence] in Serum
22835-3,Avian pneumovirus Ab,Arbitrary Concentration,Point in time (spot),Serum,Ord,"",Microbiology,1,Deprecated Avian pneumovirus Ab [Presence] in Serum
22836-1,Avian pox virus,Presence or Threshold,Point in time (spot),Tissue and Smears,Ord,Microscopy.electron,Microbiology,1,Avian pox virus [Presence] in Tissue by Electron microscopy
22837-9,Avian pox virus Ab,Presence or Threshold,Point in time (spot),Serum,Ord,Aggl,Microbiology,1,Avian pox virus Ab [Presence] in Serum by Agglutination
22838-7,Avian pox virus Ab,Presence or Threshold,Point in time (spot),Serum,Ord,IF,Microbiology,1,Avian pox virus Ab [Presence] in Serum by Immunofluorescence
22839-5,Avian pox virus Ab.Neut,Presence or Threshold,Point in time (spot),Serum,Ord,Neut,Microbiology,1,Avian pox virus neutralizing antibody [Presence] in Serum by Neutralization test
22840-3,Avian pox virus Ab,Presence or Threshold,Point in time (spot),Serum,Ord,Immune stain,Microbiology,1,Avian pox virus Ab [Presence] in Serum by Immune stain
22841-1,Avian pox virus Ab,Presence or Threshold,Point in time (spot),Serum,Ord,IA,Microbiology,1,Avian pox virus Ab [Presence] in Serum by Immunoassay
22842-9,Avian pox virus DNA,Presence or Threshold,Point in time (spot),Tissue and Smears,Ord,Probe.amp.tar,Microbiology,1,Avian pox virus DNA [Presence] in Tissue by NAA with probe detection
22843-7,Avian pox virus DNA,Presence or Threshold,Point in time (spot),Tissue and Smears,Ord,Probe,Microbiology,1,Avian pox virus DNA [Presence] in Tissue by Probe
22844-5,Babesia bigemina Ab,Presence or Threshold,Point in time (spot),Serum,Ord,"",Microbiology,1,Babesia bigemina Ab [Presence] in Serum
22845-2,Babesia bigemina Ab,Presence or Threshold,Point in time (spot),Serum,Ord,IF,Microbiology,1,Babesia bigemina Ab [Presence] in Serum by Immunofluorescence
22846-0,Babesia bigemina Ab,Presence or Threshold,Point in time (spot),Serum,Ord,IA,Microbiology,1,Babesia bigemina Ab [Presence] in Serum by Immunoassay
22847-8,Babesia bovis Ab,Presence or Threshold,Point in time (spot),Serum,Ord,"",Microbiology,1,Babesia bovis Ab [Presence] in Serum
2284-8,Folate,Mass Concentration,Point in time (spot),Serum or Plasma,Qn,"",Chemistry - non-challenge,1,Folate [Mass/volume] in Serum or Plasma
22848-6,Babesia bovis Ab,Presence or Threshold,Point in time (spot),Serum,Ord,IA,Microbiology,1,Babesia bovis Ab [Presence] in Serum by Immunoassay
22849-4,Babesia bovis Ab,Presence or Threshold,Point in time (spot),Serum,Ord,IF,Microbiology,1,Babesia bovis Ab [Presence] in Serum by Immunofluorescence
22850-2,Babesia caballi Ab,Presence or Threshold,Point in time (spot),Serum,Ord,IA,Microbiology,1,Babesia caballi Ab [Presence] in Serum by Immunoassay
22851-0,Babesia caballi Ab,Presence or Threshold,Point in time (spot),Serum,Ord,IF,Microbiology,1,Babesia caballi Ab [Presence] in Serum by Immunofluorescence
22852-8,Babesia caballi Ab,Arbitrary Concentration,Point in time (spot),Serum,Ord,"",Microbiology,1,Deprecated Babesia caballi Ab [Presence] in Serum
22853-6,Babesia caballi rRNA,Presence or Threshold,Point in time (spot),Blood,Ord,Probe,Microbiology,1,Babesia caballi rRNA [Presence] in Blood by Probe
22854-4,Babesia divergens Ab,Presence or Threshold,Point in time (spot),Serum,Ord,IF,Microbiology,1,Babesia divergens Ab [Presence] in Serum by Immunofluorescence
2285-5,Follitropin,Substance Concentration,Point in time (spot),Semen,Qn,"",Chemistry - non-challenge,1,Follitropin [Moles/volume] in Semen
22855-1,Babesia divergens Ab,Presence or Threshold,Point in time (spot),Serum,Ord,"",Microbiology,1,Babesia divergens Ab [Presence] in Serum
22856-9,Babesia sp rRNA,Presence or Threshold,Point in time (spot),Tissue and Smears,Ord,Probe,Microbiology,1,Babesia sp rRNA [Presence] in Tissue by Probe
22857-7,Babesia sp DNA,Presence or Threshold,Point in time (spot),Tissue and Smears,Ord,Probe.amp.tar,Microbiology,1,Babesia sp DNA [Presence] in Tissue by NAA with probe detection
22858-5,Babesia sp identified,Presence or Identity,Point in time (spot),Tissue and Smears,Nom,Giemsa stain,Microbiology,1,Babesia sp identified in Tissue by Giemsa stain
22859-3,Bacillus anthracis Ab,Titer,Point in time (spot),Serum,Qn,"",Microbiology,1,Bacillus anthracis Ab [Titer] in Serum
22860-1,Bacillus anthracis Ab,Presence or Threshold,Point in time (spot),Serum,Ord,"",Microbiology,1,Bacillus anthracis Ab [Presence] in Serum
22861-9,Bacillus anthracis Ab,Presence or Threshold,Point in time (spot),Serum,Ord,Immune diffusion,Microbiology,1,Bacillus anthracis Ab [Presence] in Serum by Immune diffusion (ID)
22862-7,Bacillus anthracis Ab,Presence or Threshold,Point in time (spot),Serum,Ord,Aggl,Microbiology,1,Bacillus anthracis Ab [Presence] in Serum by Agglutination
2286-3,Follitropin,Substance Concentration,Point in time (spot),Serum or Plasma,Qn,"",Chemistry - non-challenge,1,Follitropin [Moles/volume] in Serum or Plasma
22863-5,Bacillus anthracis Ab,Presence or Threshold,Point in time (spot),Serum,Ord,IA,Microbiology,1,Bacillus anthracis Ab [Presence] in Serum by Immunoassay
22864-3,Bacillus anthracis Ab,Presence or Threshold,Point in time (spot),Serum,Ord,Comp fix,Microbiology,1,Bacillus anthracis Ab [Presence] in Serum by Complement fixation
22865-0,Bacillus anthracis Ab,Titer,Point in time (spot),Serum,Qn,Immune diffusion,Microbiology,1,Bacillus anthracis Ab [Titer] in Serum by Immune diffusion (ID)
22866-8,Bacillus anthracis Ag,Presence or Threshold,Point in time (spot),Tissue and Smears,Ord,IF,Microbiology,1,Bacillus anthracis Ag [Presence] in Tissue by Immunofluorescence
22867-6,Bacillus anthracis Ag,Presence or Threshold,Point in time (spot),XXX,Ord,IF,Microbiology,1,Bacillus anthracis Ag [Presence] in Specimen by Immunofluorescence
22868-4,Bluetongue virus Ab.Neut,Presence or Threshold,Point in time (spot),Serum,Ord,Neut,Microbiology,1,Bluetongue virus neutralizing antibody [Presence] in Serum by Neutralization test
22869-2,Bluetongue virus Ag,Presence or Threshold,Point in time (spot),XXX,Ord,IF,Microbiology,1,Bluetongue virus Ag [Presence] in Specimen by Immunofluorescence
228-7,Enoxacin,Susceptibility (microorganisms),Point in time (spot),Isolate,Qn,MLC,Antibiotic susceptibilities,1,Enoxacin [Susceptibility] by Minimum lethal concentration (MLC)
22870-0,Bluetongue virus Ag,Presence or Threshold,Point in time (spot),XXX,Ord,IA,Microbiology,1,Bluetongue virus Ag [Presence] in Specimen by Immunoassay
2287-1,Follitropin,Mass Rate,24 hours,Urine,Qn,"",Chemistry - non-challenge,1,Follitropin [Mass/time] in 24 hour Urine
22871-8,Bluetongue virus Ag,Presence or Threshold,Point in time (spot),XXX,Ord,Neut,Microbiology,1,Bluetongue virus Ag [Presence] in Specimen by Neutralization test
22872-6,Bluetongue virus Ag,Presence or Threshold,Point in time (spot),Blood,Ord,"",Microbiology,1,Bluetongue virus Ag [Presence] in Blood
22873-4,Bluetongue virus Ag,Presence or Threshold,Point in time (spot),XXX,Ord,Immune stain,Microbiology,1,Bluetongue virus Ag [Presence] in Specimen by Immune stain
22874-2,Bluetongue virus serotype,Presence or Identity,Point in time (spot),XXX,Nom,Probe.amp.tar,Microbiology,1,Bluetongue virus serotype [Identifier] in Specimen by NAA with probe detection
22875-9,Border disease virus Ab,Arbitrary Concentration,Point in time (spot),Serum,Qn,IA,Microbiology,1,Border disease virus Ab [Units/volume] in Serum by Immunoassay
22876-7,Border disease virus Ab,Arbitrary Concentration,Point in time (spot),Serum,Qn,"",Microbiology,1,Border disease virus Ab [Units/volume] in Serum
22877-5,Border disease virus Ab,Titer,Point in time (spot),Serum,Qn,"",Microbiology,1,Border disease virus Ab [Titer] in Serum
22878-3,Border disease virus Ab.Neut,Titer,Point in time (spot),Serum,Qn,Neut,Microbiology,1,Border disease virus neutralizing antibody [Titer] in Serum by Neutralization test
22879-1,Border disease virus Ag,Presence or Threshold,Point in time (spot),XXX,Ord,IF,Microbiology,1,Border disease virus Ag [Presence] in Specimen by Immunofluorescence
22880-9,Border disease virus Ag,Presence or Threshold,Point in time (spot),XXX,Ord,Immune stain,Microbiology,1,Border disease virus Ag [Presence] in Specimen by Immune stain
22881-7,Border disease virus Ag,Presence or Threshold,Point in time (spot),Tissue and Smears,Ord,IA,Microbiology,1,Border disease virus Ag [Presence] in Tissue by Immunoassay
22882-5,Border disease virus Ag,Presence or Threshold,Point in time (spot),Blood,Ord,IA,Microbiology,1,Border disease virus Ag [Presence] in Blood by Immunoassay
22884-1,Border disease virus RNA,Presence or Threshold,Point in time (spot),Tissue and Smears,Ord,Probe.amp.tar,Microbiology,1,Border disease virus RNA [Presence] in Tissue by NAA with probe detection
22885-8,Border disease virus RNA,Presence or Threshold,Point in time (spot),Blood,Ord,Probe.amp.tar,Microbiology,1,Border disease virus RNA [Presence] in Blood by NAA with probe detection
22886-6,Bordetella bronchiseptica Ab,Presence or Threshold,Point in time (spot),Serum,Ord,"",Microbiology,1,Bordetella bronchiseptica Ab [Presence] in Serum
22887-4,Bordetella bronchiseptica Ab,Presence or Threshold,Point in time (spot),Serum,Ord,Aggl,Microbiology,1,Bordetella bronchiseptica Ab [Presence] in Serum by Agglutination
22888-2,Bordetella bronchiseptica Ag,Presence or Threshold,Point in time (spot),XXX,Ord,Aggl,Microbiology,1,Bordetella bronchiseptica Ag [Presence] in Specimen by Agglutination
2288-9,Follitropin.alpha subunit,Substance Concentration,Point in time (spot),Serum or Plasma,Qn,"",Chemistry - non-challenge,1,Follitropin.alpha subunit [Moles/volume] in Serum or Plasma
22889-0,Bovine diarrhea virus Ab,Presence or Threshold,Point in time (spot),Milk,Ord,"",Microbiology,1,Bovine diarrhea virus Ab [Presence] in Milk
22890-8,Bovine diarrhea virus Ab,Presence or Threshold,Point in time (spot),Milk,Ord,IA,Microbiology,1,Bovine diarrhea virus Ab [Presence] in Milk by Immunoassay
22891-6,Bovine diarrhea virus Ab,Titer,Point in time (spot),Serum,Qn,"",Microbiology,1,Bovine diarrhea virus Ab [Titer] in Serum
22892-4,Bovine diarrhea virus Ab.Neut,Titer,Point in time (spot),Serum,Qn,Neut,Microbiology,1,Bovine diarrhea virus neutralizing antibody [Titer] in Serum by Neutralization test
22893-2,Bovine diarrhea virus Ab.Neut,Presence or Threshold,Point in time (spot),Serum,Ord,Neut,Microbiology,1,Bovine diarrhea virus neutralizing antibody [Presence] in Serum by Neutralization test
22894-0,Bovine diarrhea virus Ab,Presence or Threshold,Point in time (spot),Serum,Ord,IA,Microbiology,1,Bovine diarrhea virus Ab [Presence] in Serum by Immunoassay
22895-7,Bovine diarrhea virus Ab,Presence or Threshold,Point in time (spot),Serum,Ord,"",Microbiology,1,Bovine diarrhea virus Ab [Presence] in Serum
22896-5,Bovine diarrhea virus Ag,Presence or Threshold,Point in time (spot),Blood,Ord,IA,Microbiology,1,Bovine diarrhea virus Ag [Presence] in Blood by Immunoassay
2289-7,Follitropin.beta subunit,Substance Concentration,Point in time (spot),Serum or Plasma,Qn,"",Chemistry - non-challenge,1,Follitropin.beta subunit [Moles/volume] in Serum or Plasma
22897-3,Bovine diarrhea virus Ag,Presence or Threshold,Point in time (spot),XXX,Ord,Immune stain,Microbiology,1,Bovine diarrhea virus Ag [Presence] in Specimen by Immune stain
22898-1,Bovine diarrhea virus Ag,Presence or Threshold,Point in time (spot),XXX,Ord,IF,Microbiology,1,Bovine diarrhea virus Ag [Presence] in Specimen by Immunofluorescence
22899-9,Bovine diarrhea virus RNA,Presence or Threshold,Point in time (spot),Tissue and Smears,Ord,Probe,Microbiology,1,Bovine diarrhea virus RNA [Presence] in Tissue by Probe
22900-5,Bovine diarrhea virus RNA,Presence or Threshold,Point in time (spot),XXX,Ord,Probe.amp.tar,Microbiology,1,Bovine diarrhea virus RNA [Presence] in Specimen by NAA with probe detection
22901-3,Bovine herpesvirus 1 Ab,Presence or Threshold,Point in time (spot),Serum,Ord,IF,Microbiology,1,Bovine herpesvirus 1 Ab [Presence] in Serum by Immunofluorescence
22902-1,Bovine herpesvirus 1 Ab,Presence or Threshold,Point in time (spot),Serum,Ord,Immune diffusion,Microbiology,1,Bovine herpesvirus 1 Ab [Presence] in Serum by Immune diffusion (ID)
22903-9,Bovine herpesvirus 1 Ab,Presence or Threshold,Point in time (spot),Milk,Ord,IA,Microbiology,1,Bovine herpesvirus 1 Ab [Presence] in Milk by Immunoassay
22904-7,Bovine herpesvirus 1 Ab.Neut,Presence or Threshold,Point in time (spot),Serum,Ord,Neut,Microbiology,1,Bovine herpesvirus 1 neutralizing antibody [Presence] in Serum by Neutralization test
2290-5,Follitropin/Lutropin,Substance Ratio,Point in time (spot),Serum or Plasma,Qn,"",Chemistry - non-challenge,1,Follitropin/Lutropin [Molar ratio] in Serum or Plasma
22905-4,Bovine herpesvirus 1 Ab,Presence or Threshold,Point in time (spot),Milk,Ord,"",Microbiology,1,Bovine herpesvirus 1 Ab [Presence] in Milk
22906-2,Bovine herpesvirus 1 Ag,Presence or Threshold,Point in time (spot),XXX,Ord,IA,Microbiology,1,Bovine herpesvirus 1 Ag [Presence] in Specimen by Immunoassay
22907-0,Bovine herpesvirus 1 Ag,Presence or Threshold,Point in time (spot),Nose,Ord,IF,Microbiology,1,Bovine herpesvirus 1 Ag [Presence] in Nose by Immunofluorescence
22908-8,Bovine herpesvirus 1 Ag,Arbitrary Concentration,Point in time (spot),XXX,Qn,Neut,Microbiology,1,Bovine herpesvirus 1 Ag [Units/volume] in Specimen by Neutralization test
22909-6,Bovine herpesvirus 1 Ag,Presence or Threshold,Point in time (spot),XXX,Ord,Immune stain,Microbiology,1,Bovine herpesvirus 1 Ag [Presence] in Specimen by Immune stain
22910-4,Bovine herpesvirus 1 Ag,Presence or Threshold,Point in time (spot),XXX,Ord,IF,Microbiology,1,Bovine herpesvirus 1 Ag [Presence] in Specimen by Immunofluorescence
22911-2,Bovine herpesvirus 1 Ag,Presence or Threshold,Point in time (spot),Genital,Ord,IF,Microbiology,1,Bovine herpesvirus 1 Ag [Presence] in Genital specimen by Immunofluorescence
22912-0,Bovine herpesvirus 1 Ag,Presence or Threshold,Point in time (spot),Tissue and Smears,Ord,Immune stain,Microbiology,1,Bovine herpesvirus 1 Ag [Presence] in Tissue by Immune stain
2291-3,Formate,Mass Concentration,Point in time (spot),Blood,Qn,"",Drug toxicology,1,Formate [Mass/volume] in Blood
22913-8,Bovine herpesvirus 1 DNA,Presence or Threshold,Point in time (spot),Semen,Ord,Probe.amp.tar,Microbiology,1,Bovine herpesvirus 1 DNA [Presence] in Semen by NAA with probe detection
22914-6,Bovine herpesvirus 1 DNA,Presence or Threshold,Point in time (spot),Tissue and Smears,Ord,Probe.amp.tar,Microbiology,1,Bovine herpesvirus 1 DNA [Presence] in Tissue by NAA with probe detection
22915-3,Bovine leukemia virus Ab,Presence or Threshold,Point in time (spot),Milk,Ord,"",Microbiology,1,Bovine leukemia virus Ab [Presence] in Milk
22916-1,Bovine leukemia virus Ab,Presence or Threshold,Point in time (spot),Milk,Ord,IA,Microbiology,1,Bovine leukemia virus Ab [Presence] in Milk by Immunoassay
22917-9,Bovine leukemia virus Ag,Presence or Threshold,Point in time (spot),XXX,Ord,"",Microbiology,1,Bovine leukemia virus Ag [Presence] in Specimen
22918-7,Bovine leukemia virus RNA,Presence or Threshold,Point in time (spot),Blood,Ord,Probe.amp.tar,Microbiology,1,Bovine leukemia virus RNA [Presence] in Blood by NAA with probe detection
22919-5,Bovine leukemia virus RNA,Presence or Threshold,Point in time (spot),Tissue and Smears,Ord,Probe.amp.tar,Microbiology,1,Bovine leukemia virus RNA [Presence] in Tissue by NAA with probe detection
22920-3,Brucella abortus Ab,Presence or Threshold,Point in time (spot),Serum,Ord,IF,Microbiology,1,Brucella abortus Ab [Presence] in Serum by Immunofluorescence
2292-1,Formate,Mass Concentration,Point in time (spot),Serum or Plasma,Qn,"",Drug toxicology,1,Formate [Mass/volume] in Serum or Plasma
22921-1,Brucella abortus Ab,Arbitrary Concentration,Point in time (spot),Serum,Qn,Aggl,Microbiology,1,Brucella abortus Ab [Units/volume] in Serum by Agglutination
22922-9,Brucella abortus IgG1,Presence or Threshold,Point in time (spot),Serum,Ord,IA,Microbiology,1,Brucella abortus IgG1 Ab [Presence] in Serum by Immunoassay
22923-7,Brucella abortus IgG1,Presence or Threshold,Point in time (spot),Milk,Ord,IA,Microbiology,1,Brucella abortus IgG1 Ab [Presence] in Milk by Immunoassay
22924-5,Brucella abortus IgG1,Presence or Threshold,Point in time (spot),Serum,Ord,"",Microbiology,1,Brucella abortus IgG1 Ab [Presence] in Serum
22925-2,Brucella abortus IgG1,Presence or Threshold,Point in time (spot),Milk,Ord,"",Microbiology,1,Brucella abortus IgG1 Ab [Presence] in Milk
22926-0,Brucella abortus rRNA,Presence or Threshold,Point in time (spot),XXX,Ord,Probe,Microbiology,1,Brucella abortus rRNA [Presence] in Specimen by Probe
22927-8,Brucella abortus DNA,Presence or Threshold,Point in time (spot),XXX,Ord,Probe.amp.tar,Microbiology,1,Brucella abortus DNA [Presence] in Specimen by NAA with probe detection
22928-6,Brucella canis Ab,Presence or Threshold,Point in time (spot),Serum,Ord,"",Microbiology,1,Brucella canis Ab [Presence] in Serum
22929-4,Brucella canis Ab,Presence or Threshold,Point in time (spot),Serum,Ord,Immune diffusion,Microbiology,1,Brucella canis Ab [Presence] in Serum by Immune diffusion (ID)
22930-2,Brucella canis Ab,Presence or Threshold,Point in time (spot),Serum,Ord,Aggl,Microbiology,1,Brucella canis Ab [Presence] in Serum by Agglutination
